127.0.0.1 - - [13/Oct/2017:20:22:15 +0530] "GET /exam/login.html HTTP/1.1" 200 994
127.0.0.1 - - [13/Oct/2017:21:22:18 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:22:20 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:22:20 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:22:20 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:30:22 +0530] "GET /exam/exam.html HTTP/1.1" 200 3239
127.0.0.1 - - [13/Oct/2017:21:30:22 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:30:22 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:31:21 +0530] "GET /exam/exam.html HTTP/1.1" 200 3495
127.0.0.1 - - [13/Oct/2017:21:31:21 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:31:21 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:31:22 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:31:22 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:31:22 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:31:23 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:31:23 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:31:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:31:56 +0530] "GET /exam/exam.html HTTP/1.1" 200 3511
127.0.0.1 - - [13/Oct/2017:21:31:56 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:31:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:32:23 +0530] "GET /exam/exam.html HTTP/1.1" 200 3543
127.0.0.1 - - [13/Oct/2017:21:32:23 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:32:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:33:34 +0530] "GET /exam/exam.html HTTP/1.1" 200 3527
127.0.0.1 - - [13/Oct/2017:21:33:34 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:33:34 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:34:44 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:34:44 +0530] "GET /exam/al.js HTTP/1.1" 200 2308
127.0.0.1 - - [13/Oct/2017:21:34:44 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:34:48 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:34:48 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:34:48 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:35:36 +0530] "GET /exam/login1.html HTTP/1.1" 200 1593
127.0.0.1 - - [13/Oct/2017:21:35:36 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:35:36 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:35:36 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:35:37 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:35:37 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:35:37 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:35:37 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:36:25 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:25 +0530] "GET /exam/style.css HTTP/1.1" 200 3101
127.0.0.1 - - [13/Oct/2017:21:36:25 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:26 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:36:27 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:27 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:27 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:27 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:36:56 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:56 +0530] "GET /exam/style.css HTTP/1.1" 200 2767
127.0.0.1 - - [13/Oct/2017:21:36:56 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:36:57 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:57 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:57 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:36:58 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:37:21 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:37:21 +0530] "GET /exam/style.css HTTP/1.1" 200 2771
127.0.0.1 - - [13/Oct/2017:21:37:21 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:37:21 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:38:27 +0530] "GET /exam/login1.html HTTP/1.1" 200 1594
127.0.0.1 - - [13/Oct/2017:21:38:27 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:38:27 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:38:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:38:50 +0530] "GET /exam/login1.html HTTP/1.1" 200 1603
127.0.0.1 - - [13/Oct/2017:21:38:50 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:38:50 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:38:51 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:39:19 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:19 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:19 +0530] "GET /exam/style.css HTTP/1.1" 200 2294
127.0.0.1 - - [13/Oct/2017:21:39:19 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:39:21 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:21 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:21 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:21 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:39:44 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:44 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:44 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:39:55 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:55 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:55 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:39:55 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:41:29 +0530] "GET /exam/login1.html HTTP/1.1" 200 1627
127.0.0.1 - - [13/Oct/2017:21:41:29 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:41:29 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:41:29 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:41:37 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:41:38 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:41:54 +0530] "GET /exam/login1.html HTTP/1.1" 200 1634
127.0.0.1 - - [13/Oct/2017:21:41:55 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:41:55 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:41:55 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:42:07 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:42:07 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:43:36 +0530] "GET /exam/login1.html HTTP/1.1" 200 1673
127.0.0.1 - - [13/Oct/2017:21:43:37 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:43:37 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:43:37 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:44:22 +0530] "GET /exam/login1.html HTTP/1.1" 200 1665
127.0.0.1 - - [13/Oct/2017:21:44:22 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:44:22 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:44:22 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:45:05 +0530] "GET /exam/login1.html HTTP/1.1" 200 1666
127.0.0.1 - - [13/Oct/2017:21:45:05 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:45:05 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:45:05 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:45:25 +0530] "GET /exam/login1.html HTTP/1.1" 200 1681
127.0.0.1 - - [13/Oct/2017:21:45:25 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:45:25 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:45:25 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:45:58 +0530] "GET /exam/login1.html HTTP/1.1" 200 1692
127.0.0.1 - - [13/Oct/2017:21:45:58 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:45:58 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:45:58 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:46:28 +0530] "GET /exam/login1.html HTTP/1.1" 200 1677
127.0.0.1 - - [13/Oct/2017:21:46:28 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:46:28 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:46:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:07 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:07 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:19 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:19 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:20 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:20 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:20 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:29 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:29 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:47 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:47 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:47 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:56 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:47:57 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:47:57 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:10 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:48:10 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:48:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:16 +0530] "GET /exam/register1.html HTTP/1.1" 200 4330
127.0.0.1 - - [13/Oct/2017:21:48:16 +0530] "GET /exam/css/normalize.css HTTP/1.1" 404 1092
127.0.0.1 - - [13/Oct/2017:21:48:16 +0530] "GET /exam/css/main.css HTTP/1.1" 404 1087
127.0.0.1 - - [13/Oct/2017:21:48:16 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:16 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:20 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:33 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6097
127.0.0.1 - - [13/Oct/2017:21:48:33 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:48:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:48:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 293
127.0.0.1 - - [13/Oct/2017:21:49:02 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:49:02 +0530] "POST /exam/ExamApp HTTP/1.1" 200 264
127.0.0.1 - - [13/Oct/2017:21:49:04 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:49:04 +0530] "POST /exam/ExamApp HTTP/1.1" 200 210
127.0.0.1 - - [13/Oct/2017:21:49:06 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:49:06 +0530] "POST /exam/ExamApp HTTP/1.1" 200 136
127.0.0.1 - - [13/Oct/2017:21:49:52 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:49:52 +0530] "POST /exam/ExamApp HTTP/1.1" 200 202
127.0.0.1 - - [13/Oct/2017:21:50:04 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:50:04 +0530] "POST /exam/ExamApp HTTP/1.1" 200 198
127.0.0.1 - - [13/Oct/2017:21:50:15 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:50:15 +0530] "POST /exam/ExamApp HTTP/1.1" 200 202
127.0.0.1 - - [13/Oct/2017:21:50:22 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:50:22 +0530] "POST /exam/ExamApp HTTP/1.1" 200 205
127.0.0.1 - - [13/Oct/2017:21:50:32 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:50:32 +0530] "POST /exam/ExamApp HTTP/1.1" 200 204
127.0.0.1 - - [13/Oct/2017:21:50:49 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:50:49 +0530] "POST /exam/ExamApp HTTP/1.1" 200 204
127.0.0.1 - - [13/Oct/2017:21:51:00 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:51:00 +0530] "POST /exam/ExamApp HTTP/1.1" 200 207
127.0.0.1 - - [13/Oct/2017:21:52:23 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6139
127.0.0.1 - - [13/Oct/2017:21:52:23 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:52:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 207
127.0.0.1 - - [13/Oct/2017:21:52:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 207
127.0.0.1 - - [13/Oct/2017:21:52:32 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:52:32 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:52:32 +0530] "POST /exam/ExamApp HTTP/1.1" 200 207
127.0.0.1 - - [13/Oct/2017:21:52:45 +0530] "GET /exam/css/normalize.css HTTP/1.1" 404 1092
127.0.0.1 - - [13/Oct/2017:21:52:45 +0530] "GET /exam/css/main.css HTTP/1.1" 404 1087
127.0.0.1 - - [13/Oct/2017:21:52:45 +0530] "POST /exam/ExamApp HTTP/1.1" 200 207
127.0.0.1 - - [13/Oct/2017:21:52:45 +0530] "POST /exam/ExamApp HTTP/1.1" 200 207
127.0.0.1 - - [13/Oct/2017:21:53:18 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:53:18 +0530] "POST /exam/ExamApp HTTP/1.1" 200 236
127.0.0.1 - - [13/Oct/2017:21:53:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:53:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:53:36 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:53:37 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:53:47 +0530] "GET /exam/questions1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:53:48 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:53:48 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:53:48 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:55:51 +0530] "GET /exam/register1.html HTTP/1.1" 200 4385
127.0.0.1 - - [13/Oct/2017:21:55:51 +0530] "GET /exam/css/normalize.css HTTP/1.1" 404 1092
127.0.0.1 - - [13/Oct/2017:21:55:51 +0530] "GET /exam/css/main.css HTTP/1.1" 404 1087
127.0.0.1 - - [13/Oct/2017:21:55:51 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:55:51 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:55:51 +0530] "POST /exam/ExamApp HTTP/1.1" 200 265
127.0.0.1 - - [13/Oct/2017:21:56:13 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:21:56:13 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
127.0.0.1 - - [13/Oct/2017:21:56:57 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:56:57 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:56:57 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
127.0.0.1 - - [13/Oct/2017:21:57:07 +0530] "GET /exam/questions1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:21:57:07 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
127.0.0.1 - - [13/Oct/2017:21:57:07 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
127.0.0.1 - - [13/Oct/2017:21:57:07 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:10 +0530] "GET /exam/login1.html HTTP/1.1" 200 1667
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:10 +0530] "GET /exam/style.css HTTP/1.1" 200 2294
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:10 +0530] "GET /exam/al.js HTTP/1.1" 200 2308
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:10 +0530] "GET /favicon.ico HTTP/1.1" 404 1081
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:19 +0530] "GET /exam/register1.html HTTP/1.1" 200 4405
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:19 +0530] "GET /exam/css/normalize.css HTTP/1.1" 404 1092
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:19 +0530] "GET /exam/css/main.css HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:19 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:19 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:33 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:43 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6139
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:43 +0530] "GET /exam/login1.html? HTTP/1.1" 200 1667
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:43 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:43 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:21:59:43 +0530] "POST /exam/ExamApp HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:00:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:00:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:01:05 +0530] "GET /exam/questions1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:01:05 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:01:05 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:23 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:23 +0530] "GET /exam/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:23 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:32 +0530] "GET /exam/exam.html HTTP/1.1" 200 3527
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:32 +0530] "GET /exam/login1.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:32 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:04:32 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:15:51 +0530] "GET /exam/exam.html HTTP/1.1" 200 3645
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:15:51 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:15:51 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:16:41 +0530] "GET /exam/exam.html HTTP/1.1" 200 3648
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:16:41 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:17:33 +0530] "GET /exam/exam.html HTTP/1.1" 200 3709
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:17:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:18:22 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6150
127.0.0.1 - - [13/Oct/2017:22:18:22 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:22:18:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:18:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:18:52 +0530] "GET /exam/login1.html HTTP/1.1" 200 1667
127.0.0.1 - - [13/Oct/2017:22:18:52 +0530] "GET /exam/style.css HTTP/1.1" 304 -
